txn_id,timestamp,feature,merchant,instrument,amount_inr,status,customer_id,description
AP00002344,2026-02-08T17:27:48Z,Reconciliation Reports,Uber,NETBANKING,5530.56,PENDING,CUST644696,Amazon Pay - Reconciliation Reports via Uber
AP00002345,2026-05-20T11:27:40Z,Webhooks & Events,BigBasket,AMAZON_PAY_WALLET,7374.73,REVERSED,CUST496867,Amazon Pay - Webhooks & Events via BigBasket
AP00002346,2026-01-08T17:18:44Z,API Rate Limits,Uber,AMAZON_PAY_WALLET,6825.74,PENDING,CUST626910,Amazon Pay - API Rate Limits via Uber
AP00002347,2026-05-10T00:54:29Z,Sandbox Environment,Vodafone,NETBANKING,537.37,PENDING,CUST513200,Amazon Pay - Sandbox Environment via Vodafone
AP00002348,2026-02-24T06:51:11Z,Compliance Reporting,Vodafone,AMAZON_PAY_WALLET,8211.34,PENDING,CUST196816,Amazon Pay - Compliance Reporting via Vodafone
AP00002349,2026-02-01T20:37:02Z,PCI-DSS Tokenization,Swiggy,AMAZON_PAY_WALLET,1727.22,SUCCESS,CUST154780,Amazon Pay - PCI-DSS Tokenization via Swiggy
AP00002350,2026-01-25T18:53:40Z,One-Click Checkout,Practo,AMAZON_PAY_UPI,6559.02,PENDING,CUST622983,Amazon Pay - One-Click Checkout via Practo
AP00002351,2026-05-05T04:14:28Z,Buy Now Pay Later,Practo,AMAZON_PAY_WALLET,1645.39,PENDING,CUST759950,Amazon Pay - Buy Now Pay Later via Practo
AP00002352,2026-01-04T19:40:07Z,UPI Payments,Vodafone,AMAZON_PAY_WALLET,3983.76,REVERSED,CUST761443,Amazon Pay - UPI Payments via Vodafone
AP00002353,2026-01-06T20:43:18Z,Recurring Payments,Domino's,AMAZON_PAY_WALLET,4179.76,SUCCESS,CUST596307,Amazon Pay - Recurring Payments via Domino's
AP00002354,2026-02-07T18:10:07Z,Amazon Pay Wallet,Tata Power,AMAZON_PAY_UPI,5091.0,PENDING,CUST911624,Amazon Pay - Amazon Pay Wallet via Tata Power
AP00002355,2026-04-25T22:35:39Z,Send Money to Contacts,ACT Fibernet,CARD_TOKEN,4686.2,REFUNDED,CUST590840,Amazon Pay - Send Money to Contacts via ACT Fibernet
AP00002356,2026-03-23T10:08:40Z,Bill Payments,Tata 1mg,NETBANKING,6900.64,REVERSED,CUST659362,Amazon Pay - Bill Payments via Tata 1mg
AP00002357,2026-03-01T22:06:14Z,Mobile Recharge,EatSure,CARD_TOKEN,6129.41,REVERSED,CUST312679,Amazon Pay - Mobile Recharge via EatSure
AP00002358,2026-02-16T01:45:07Z,DTH Recharge,EatSure,AMAZON_PAY_UPI,3418.65,SUCCESS,CUST584400,Amazon Pay - DTH Recharge via EatSure
AP00002359,2026-03-15T14:23:22Z,Insurance Premium Payments,ACT Fibernet,AMAZON_PAY_UPI,9067.26,REVERSED,CUST544054,Amazon Pay - Insurance Premium Payments via ACT Fibernet
AP00002360,2026-05-01T05:38:07Z,Credit Card Bill Payments,Domino's,NETBANKING,9632.63,REFUNDED,CUST242852,Amazon Pay - Credit Card Bill Payments via Domino's
AP00002361,2026-02-16T08:05:34Z,EMI Auto-Debit,Domino's,CARD_TOKEN,175.41,REVERSED,CUST560666,Amazon Pay - EMI Auto-Debit via Domino's
AP00002362,2026-05-25T16:10:11Z,Rewards & Cashback,BigBasket,CARD_TOKEN,5921.85,SUCCESS,CUST519503,Amazon Pay - Rewards & Cashback via BigBasket
AP00002363,2026-01-11T03:37:52Z,Coupons & Promo Codes,Zomato,EMI,397.74,REFUNDED,CUST491852,Amazon Pay - Coupons & Promo Codes via Zomato
AP00002364,2026-03-24T02:05:11Z,Gift Cards,ACT Fibernet,CARD_TOKEN,87.44,REFUNDED,CUST357594,Amazon Pay - Gift Cards via ACT Fibernet
AP00002365,2026-02-11T12:18:24Z,Merchant Settlements,Practo,AMAZON_PAY_WALLET,3035.12,FAILED,CUST957187,Amazon Pay - Merchant Settlements via Practo
AP00002366,2026-04-26T13:42:46Z,Refund Processing,Airtel,AMAZON_PAY_WALLET,9105.94,FAILED,CUST490659,Amazon Pay - Refund Processing via Airtel
AP00002367,2026-04-20T09:44:08Z,Transaction History,Airtel,NETBANKING,6155.74,REFUNDED,CUST661332,Amazon Pay - Transaction History via Airtel
AP00002368,2026-05-10T11:56:37Z,KYC Verification,EatSure,CARD_TOKEN,5276.63,REVERSED,CUST736046,Amazon Pay - KYC Verification via EatSure
AP00002369,2026-01-07T01:10:51Z,Fraud Detection,BigBasket,AMAZON_PAY_WALLET,2401.28,REVERSED,CUST213129,Amazon Pay - Fraud Detection via BigBasket
AP00002370,2026-01-26T13:34:32Z,PIN & Biometric Authentication,Practo,EMI,6731.42,FAILED,CUST723104,Amazon Pay - PIN & Biometric Authentication via Practo
AP00002371,2026-01-07T22:46:46Z,Strong Customer Authentication,BigBasket,CARD_TOKEN,7059.37,PENDING,CUST445471,Amazon Pay - Strong Customer Authentication via BigBasket
AP00002372,2026-04-06T17:48:30Z,Multi-Currency Support,BigBasket,EMI,2894.02,SUCCESS,CUST300882,Amazon Pay - Multi-Currency Support via BigBasket
AP00002373,2026-01-25T08:31:01Z,Cross-Border Payments,ACT Fibernet,NETBANKING,8948.13,REVERSED,CUST546335,Amazon Pay - Cross-Border Payments via ACT Fibernet
AP00002374,2026-05-19T12:51:06Z,QR Code Payments,ACT Fibernet,AMAZON_PAY_WALLET,5646.09,FAILED,CUST903807,Amazon Pay - QR Code Payments via ACT Fibernet
AP00002375,2026-01-08T21:16:54Z,NFC Tap-to-Pay,Swiggy,NETBANKING,8778.07,FAILED,CUST899411,Amazon Pay - NFC Tap-to-Pay via Swiggy
AP00002376,2026-03-11T08:59:36Z,Voice Payments,Practo,AMAZON_PAY_WALLET,4801.9,FAILED,CUST997534,Amazon Pay - Voice Payments via Practo
AP00002377,2026-01-20T14:25:08Z,Smart Connect Express Checkout,Jio,AMAZON_PAY_WALLET,4334.86,REFUNDED,CUST334342,Amazon Pay - Smart Connect Express Checkout via Jio
AP00002378,2026-05-06T18:43:12Z,Saved Payment Instruments,Airtel,EMI,6119.82,FAILED,CUST633268,Amazon Pay - Saved Payment Instruments via Airtel
AP00002379,2026-03-08T23:16:40Z,Shipping Address Book,RedBus,AMAZON_PAY_WALLET,5742.74,REVERSED,CUST803505,Amazon Pay - Shipping Address Book via RedBus
AP00002380,2026-04-03T04:43:46Z,Order Tracking Integration,Airtel,CARD_TOKEN,2241.46,SUCCESS,CUST903287,Amazon Pay - Order Tracking Integration via Airtel
AP00002381,2026-03-27T02:55:51Z,Loyalty Program Integration,Bookmyshow,AMAZON_PAY_UPI,4220.92,REVERSED,CUST822634,Amazon Pay - Loyalty Program Integration via Bookmyshow
AP00002382,2026-04-11T08:16:12Z,Charity Donations,Tata 1mg,AMAZON_PAY_WALLET,153.14,PENDING,CUST797401,Amazon Pay - Charity Donations via Tata 1mg
AP00002383,2026-04-08T15:32:01Z,Tax Invoice Download,Cleartrip,AMAZON_PAY_WALLET,4934.9,PENDING,CUST426246,Amazon Pay - Tax Invoice Download via Cleartrip
AP00002384,2026-04-27T21:26:46Z,Customer Support Chat,Zomato,AMAZON_PAY_WALLET,6343.17,REVERSED,CUST540320,Amazon Pay - Customer Support Chat via Zomato
AP00002385,2026-03-23T08:21:44Z,Dispute Resolution,Airtel,AMAZON_PAY_UPI,3640.75,REFUNDED,CUST679981,Amazon Pay - Dispute Resolution via Airtel
AP00002386,2026-02-20T14:04:48Z,Subscription AutoPay,Tata 1mg,EMI,6914.59,FAILED,CUST616291,Amazon Pay - Subscription AutoPay via Tata 1mg
AP00002387,2026-01-11T22:39:56Z,Split Bills,Swiggy,EMI,9952.37,PENDING,CUST994793,Amazon Pay - Split Bills via Swiggy
AP00002388,2026-01-28T18:38:01Z,Invoice / Request Money,Indigo,EMI,8384.54,PENDING,CUST753665,Amazon Pay - Invoice / Request Money via Indigo
AP00002389,2026-01-11T13:26:51Z,Merchant Onboarding,Zomato,AMAZON_PAY_WALLET,8309.31,REVERSED,CUST288246,Amazon Pay - Merchant Onboarding via Zomato
AP00002390,2026-03-26T23:44:55Z,Risk-Based Step-Up,BWSSB,AMAZON_PAY_UPI,1742.39,FAILED,CUST477180,Amazon Pay - Risk-Based Step-Up via BWSSB
AP00002391,2026-02-06T21:47:41Z,Device Binding,EatSure,EMI,8382.86,FAILED,CUST209354,Amazon Pay - Device Binding via EatSure
AP00002392,2026-01-20T19:48:40Z,Velocity Controls,Domino's,EMI,7316.85,REFUNDED,CUST766990,Amazon Pay - Velocity Controls via Domino's
AP00002393,2026-04-09T15:57:06Z,Refund SLA Tracking,Domino's,NETBANKING,9934.93,PENDING,CUST295780,Amazon Pay - Refund SLA Tracking via Domino's
AP00002394,2026-05-15T17:00:30Z,Reconciliation Reports,Airtel,AMAZON_PAY_WALLET,6377.51,SUCCESS,CUST336821,Amazon Pay - Reconciliation Reports via Airtel
AP00002395,2026-01-19T19:54:00Z,Webhooks & Events,Tata 1mg,NETBANKING,6067.47,FAILED,CUST702174,Amazon Pay - Webhooks & Events via Tata 1mg
AP00002396,2026-01-07T05:30:28Z,API Rate Limits,Tata Power,NETBANKING,3857.18,SUCCESS,CUST471611,Amazon Pay - API Rate Limits via Tata Power
AP00002397,2026-04-17T03:50:30Z,Sandbox Environment,Tata Power,NETBANKING,220.8,REVERSED,CUST297727,Amazon Pay - Sandbox Environment via Tata Power
AP00002398,2026-03-16T14:07:54Z,Compliance Reporting,Airtel,EMI,7236.62,SUCCESS,CUST399512,Amazon Pay - Compliance Reporting via Airtel
AP00002399,2026-01-23T05:35:08Z,PCI-DSS Tokenization,Vodafone,AMAZON_PAY_UPI,8358.87,FAILED,CUST790863,Amazon Pay - PCI-DSS Tokenization via Vodafone
AP00002400,2026-05-14T01:06:34Z,One-Click Checkout,EatSure,NETBANKING,9297.26,SUCCESS,CUST735247,Amazon Pay - One-Click Checkout via EatSure
AP00002401,2026-05-05T07:35:14Z,Buy Now Pay Later,Airtel,EMI,7452.21,REFUNDED,CUST165424,Amazon Pay - Buy Now Pay Later via Airtel
AP00002402,2026-04-24T07:25:20Z,UPI Payments,BWSSB,EMI,1927.32,SUCCESS,CUST995290,Amazon Pay - UPI Payments via BWSSB
AP00002403,2026-02-21T12:27:52Z,Recurring Payments,ACT Fibernet,CARD_TOKEN,7375.17,REVERSED,CUST173888,Amazon Pay - Recurring Payments via ACT Fibernet
AP00002404,2026-04-18T07:52:58Z,Amazon Pay Wallet,RedBus,CARD_TOKEN,9801.62,REFUNDED,CUST106950,Amazon Pay - Amazon Pay Wallet via RedBus
AP00002405,2026-04-06T07:58:18Z,Send Money to Contacts,Indigo,AMAZON_PAY_UPI,2172.87,REFUNDED,CUST382812,Amazon Pay - Send Money to Contacts via Indigo
AP00002406,2026-03-28T15:40:35Z,Bill Payments,Bescom,CARD_TOKEN,1215.68,SUCCESS,CUST116888,Amazon Pay - Bill Payments via Bescom
AP00002407,2026-04-11T08:07:27Z,Mobile Recharge,Practo,CARD_TOKEN,9310.62,REVERSED,CUST783781,Amazon Pay - Mobile Recharge via Practo
AP00002408,2026-05-24T15:17:45Z,DTH Recharge,Vodafone,AMAZON_PAY_WALLET,1957.09,REFUNDED,CUST963549,Amazon Pay - DTH Recharge via Vodafone
AP00002409,2026-04-22T23:38:52Z,Insurance Premium Payments,EatSure,NETBANKING,9419.31,REFUNDED,CUST515251,Amazon Pay - Insurance Premium Payments via EatSure
AP00002410,2026-03-10T10:09:30Z,Credit Card Bill Payments,Practo,EMI,1216.22,REVERSED,CUST992565,Amazon Pay - Credit Card Bill Payments via Practo
AP00002411,2026-05-12T12:28:51Z,EMI Auto-Debit,Tata Power,AMAZON_PAY_WALLET,710.7,SUCCESS,CUST597485,Amazon Pay - EMI Auto-Debit via Tata Power
AP00002412,2026-02-10T17:06:57Z,Rewards & Cashback,Indigo,CARD_TOKEN,504.36,FAILED,CUST440715,Amazon Pay - Rewards & Cashback via Indigo
AP00002413,2026-04-09T21:27:57Z,Coupons & Promo Codes,BWSSB,AMAZON_PAY_UPI,4728.77,SUCCESS,CUST985219,Amazon Pay - Coupons & Promo Codes via BWSSB
AP00002414,2026-04-08T14:00:04Z,Gift Cards,Tata Power,NETBANKING,2547.29,REVERSED,CUST638513,Amazon Pay - Gift Cards via Tata Power
AP00002415,2026-04-16T17:57:09Z,Merchant Settlements,BigBasket,NETBANKING,1618.57,REVERSED,CUST494378,Amazon Pay - Merchant Settlements via BigBasket
AP00002416,2026-02-25T23:27:33Z,Refund Processing,BWSSB,EMI,1262.24,FAILED,CUST819313,Amazon Pay - Refund Processing via BWSSB
AP00002417,2026-04-08T16:56:07Z,Transaction History,Practo,AMAZON_PAY_WALLET,8292.01,PENDING,CUST454902,Amazon Pay - Transaction History via Practo
AP00002418,2026-04-10T03:14:14Z,KYC Verification,EatSure,AMAZON_PAY_UPI,9422.56,SUCCESS,CUST808733,Amazon Pay - KYC Verification via EatSure
AP00002419,2026-04-14T20:44:37Z,Fraud Detection,Domino's,AMAZON_PAY_UPI,3971.78,FAILED,CUST498223,Amazon Pay - Fraud Detection via Domino's
AP00002420,2026-04-14T23:38:06Z,PIN & Biometric Authentication,Zomato,CARD_TOKEN,3936.78,PENDING,CUST756564,Amazon Pay - PIN & Biometric Authentication via Zomato
AP00002421,2026-03-19T08:07:22Z,Strong Customer Authentication,RedBus,AMAZON_PAY_UPI,5236.57,REVERSED,CUST218615,Amazon Pay - Strong Customer Authentication via RedBus
AP00002422,2026-04-13T12:49:38Z,Multi-Currency Support,Tata Power,EMI,5954.74,REVERSED,CUST707673,Amazon Pay - Multi-Currency Support via Tata Power
AP00002423,2026-05-17T10:57:59Z,Cross-Border Payments,Vodafone,AMAZON_PAY_WALLET,9899.09,REFUNDED,CUST501343,Amazon Pay - Cross-Border Payments via Vodafone
AP00002424,2026-03-20T07:54:36Z,QR Code Payments,ACT Fibernet,AMAZON_PAY_WALLET,529.77,REFUNDED,CUST559865,Amazon Pay - QR Code Payments via ACT Fibernet
AP00002425,2026-03-02T08:19:05Z,NFC Tap-to-Pay,Jio,AMAZON_PAY_WALLET,497.19,REFUNDED,CUST246387,Amazon Pay - NFC Tap-to-Pay via Jio
AP00002426,2026-03-09T15:46:03Z,Voice Payments,MakeMyTrip,CARD_TOKEN,4439.53,SUCCESS,CUST483906,Amazon Pay - Voice Payments via MakeMyTrip
AP00002427,2026-01-18T08:03:08Z,Smart Connect Express Checkout,Zomato,AMAZON_PAY_WALLET,8759.14,FAILED,CUST218083,Amazon Pay - Smart Connect Express Checkout via Zomato
AP00002428,2026-02-22T06:43:44Z,Saved Payment Instruments,Zomato,CARD_TOKEN,6104.92,SUCCESS,CUST434992,Amazon Pay - Saved Payment Instruments via Zomato
AP00002429,2026-04-16T12:18:31Z,Shipping Address Book,Tata 1mg,CARD_TOKEN,9964.14,SUCCESS,CUST397386,Amazon Pay - Shipping Address Book via Tata 1mg
AP00002430,2026-02-25T07:22:58Z,Order Tracking Integration,Bookmyshow,NETBANKING,6546.98,FAILED,CUST153628,Amazon Pay - Order Tracking Integration via Bookmyshow
AP00002431,2026-02-21T11:58:58Z,Loyalty Program Integration,Swiggy,AMAZON_PAY_WALLET,1137.4,SUCCESS,CUST499865,Amazon Pay - Loyalty Program Integration via Swiggy
AP00002432,2026-05-07T08:38:00Z,Charity Donations,Bescom,EMI,8769.69,FAILED,CUST751265,Amazon Pay - Charity Donations via Bescom
AP00002433,2026-05-07T12:46:54Z,Tax Invoice Download,Swiggy,CARD_TOKEN,473.51,PENDING,CUST939855,Amazon Pay - Tax Invoice Download via Swiggy
AP00002434,2026-02-22T20:04:08Z,Customer Support Chat,Domino's,EMI,2437.23,SUCCESS,CUST417430,Amazon Pay - Customer Support Chat via Domino's
AP00002435,2026-05-24T04:46:01Z,Dispute Resolution,Cleartrip,NETBANKING,5206.61,REFUNDED,CUST291182,Amazon Pay - Dispute Resolution via Cleartrip
AP00002436,2026-04-25T17:00:09Z,Subscription AutoPay,Zomato,CARD_TOKEN,9916.25,REVERSED,CUST797934,Amazon Pay - Subscription AutoPay via Zomato
AP00002437,2026-01-09T00:27:16Z,Split Bills,Airtel,NETBANKING,2713.06,SUCCESS,CUST941019,Amazon Pay - Split Bills via Airtel
AP00002438,2026-04-08T13:32:54Z,Invoice / Request Money,Bookmyshow,EMI,1539.07,PENDING,CUST874842,Amazon Pay - Invoice / Request Money via Bookmyshow
AP00002439,2026-05-11T19:19:41Z,Merchant Onboarding,Tata 1mg,AMAZON_PAY_WALLET,918.14,FAILED,CUST583612,Amazon Pay - Merchant Onboarding via Tata 1mg
AP00002440,2026-04-01T01:55:11Z,Risk-Based Step-Up,BWSSB,AMAZON_PAY_WALLET,5903.58,SUCCESS,CUST836691,Amazon Pay - Risk-Based Step-Up via BWSSB
AP00002441,2026-05-14T22:12:37Z,Device Binding,Airtel,CARD_TOKEN,925.42,PENDING,CUST179510,Amazon Pay - Device Binding via Airtel
AP00002442,2026-03-05T01:50:53Z,Velocity Controls,MakeMyTrip,AMAZON_PAY_WALLET,6371.01,SUCCESS,CUST923822,Amazon Pay - Velocity Controls via MakeMyTrip
AP00002443,2026-04-15T05:10:07Z,Refund SLA Tracking,Zomato,AMAZON_PAY_WALLET,2527.48,REFUNDED,CUST518921,Amazon Pay - Refund SLA Tracking via Zomato
AP00002444,2026-03-01T23:33:50Z,Reconciliation Reports,Tata 1mg,EMI,2054.24,SUCCESS,CUST989997,Amazon Pay - Reconciliation Reports via Tata 1mg
AP00002445,2026-02-28T12:17:03Z,Webhooks & Events,Bescom,NETBANKING,7346.81,FAILED,CUST359887,Amazon Pay - Webhooks & Events via Bescom
AP00002446,2026-05-24T21:18:31Z,API Rate Limits,Cleartrip,EMI,47.23,PENDING,CUST256046,Amazon Pay - API Rate Limits via Cleartrip
AP00002447,2026-01-24T15:55:34Z,Sandbox Environment,EatSure,EMI,3687.0,REFUNDED,CUST133680,Amazon Pay - Sandbox Environment via EatSure
AP00002448,2026-01-01T15:08:38Z,Compliance Reporting,RedBus,CARD_TOKEN,1519.66,REVERSED,CUST648182,Amazon Pay - Compliance Reporting via RedBus
AP00002449,2026-03-11T02:08:08Z,PCI-DSS Tokenization,Tata 1mg,CARD_TOKEN,1239.11,PENDING,CUST319901,Amazon Pay - PCI-DSS Tokenization via Tata 1mg
AP00002450,2026-05-27T06:18:12Z,One-Click Checkout,Tata 1mg,CARD_TOKEN,1969.91,PENDING,CUST485378,Amazon Pay - One-Click Checkout via Tata 1mg
AP00002451,2026-02-14T20:15:29Z,Buy Now Pay Later,Tata Power,CARD_TOKEN,2981.6,PENDING,CUST682911,Amazon Pay - Buy Now Pay Later via Tata Power
AP00002452,2026-03-12T00:31:50Z,UPI Payments,Indigo,AMAZON_PAY_UPI,9918.9,SUCCESS,CUST626019,Amazon Pay - UPI Payments via Indigo
AP00002453,2026-05-11T10:04:02Z,Recurring Payments,BigBasket,CARD_TOKEN,5986.15,SUCCESS,CUST474825,Amazon Pay - Recurring Payments via BigBasket
AP00002454,2026-05-16T01:07:56Z,Amazon Pay Wallet,Practo,AMAZON_PAY_UPI,1470.21,REVERSED,CUST469227,Amazon Pay - Amazon Pay Wallet via Practo
AP00002455,2026-01-27T08:54:22Z,Send Money to Contacts,MakeMyTrip,AMAZON_PAY_UPI,3750.48,PENDING,CUST748556,Amazon Pay - Send Money to Contacts via MakeMyTrip
AP00002456,2026-04-20T20:04:01Z,Bill Payments,Tata Power,AMAZON_PAY_UPI,7320.51,SUCCESS,CUST985806,Amazon Pay - Bill Payments via Tata Power
AP00002457,2026-03-01T14:12:16Z,Mobile Recharge,Tata Power,CARD_TOKEN,9821.61,FAILED,CUST217540,Amazon Pay - Mobile Recharge via Tata Power
AP00002458,2026-04-10T12:30:14Z,DTH Recharge,BWSSB,NETBANKING,112.93,REVERSED,CUST612827,Amazon Pay - DTH Recharge via BWSSB
AP00002459,2026-03-09T10:37:45Z,Insurance Premium Payments,Indigo,EMI,9815.08,SUCCESS,CUST606919,Amazon Pay - Insurance Premium Payments via Indigo
AP00002460,2026-04-08T06:18:02Z,Credit Card Bill Payments,Zomato,EMI,1553.53,REVERSED,CUST592547,Amazon Pay - Credit Card Bill Payments via Zomato
AP00002461,2026-02-17T04:41:20Z,EMI Auto-Debit,ACT Fibernet,CARD_TOKEN,4121.55,FAILED,CUST988847,Amazon Pay - EMI Auto-Debit via ACT Fibernet
AP00002462,2026-03-02T15:35:12Z,Rewards & Cashback,ACT Fibernet,EMI,782.83,REFUNDED,CUST929761,Amazon Pay - Rewards & Cashback via ACT Fibernet
AP00002463,2026-01-24T14:59:46Z,Coupons & Promo Codes,Practo,EMI,5308.12,SUCCESS,CUST408450,Amazon Pay - Coupons & Promo Codes via Practo
AP00002464,2026-04-11T01:01:55Z,Gift Cards,Bescom,NETBANKING,2415.62,REVERSED,CUST553568,Amazon Pay - Gift Cards via Bescom
AP00002465,2026-02-09T13:28:32Z,Merchant Settlements,Tata Power,EMI,6058.66,SUCCESS,CUST970746,Amazon Pay - Merchant Settlements via Tata Power
AP00002466,2026-03-23T07:02:42Z,Refund Processing,Indigo,AMAZON_PAY_WALLET,6368.81,REFUNDED,CUST741626,Amazon Pay - Refund Processing via Indigo
AP00002467,2026-05-21T13:52:22Z,Transaction History,EatSure,EMI,4209.47,PENDING,CUST717826,Amazon Pay - Transaction History via EatSure
AP00002468,2026-04-13T04:24:04Z,KYC Verification,Tata 1mg,AMAZON_PAY_UPI,657.87,REFUNDED,CUST159252,Amazon Pay - KYC Verification via Tata 1mg
AP00002469,2026-05-21T18:39:56Z,Fraud Detection,BWSSB,CARD_TOKEN,9356.2,REFUNDED,CUST247308,Amazon Pay - Fraud Detection via BWSSB
AP00002470,2026-01-27T08:34:33Z,PIN & Biometric Authentication,ACT Fibernet,EMI,9628.85,PENDING,CUST936898,Amazon Pay - PIN & Biometric Authentication via ACT Fibernet
AP00002471,2026-01-04T11:06:20Z,Strong Customer Authentication,Vodafone,AMAZON_PAY_WALLET,355.74,REFUNDED,CUST781579,Amazon Pay - Strong Customer Authentication via Vodafone
AP00002472,2026-01-28T02:53:11Z,Multi-Currency Support,BigBasket,AMAZON_PAY_UPI,7212.34,FAILED,CUST305819,Amazon Pay - Multi-Currency Support via BigBasket
AP00002473,2026-03-14T02:09:13Z,Cross-Border Payments,Airtel,AMAZON_PAY_WALLET,9256.91,SUCCESS,CUST500636,Amazon Pay - Cross-Border Payments via Airtel
AP00002474,2026-04-28T16:26:41Z,QR Code Payments,Tata 1mg,CARD_TOKEN,8417.02,REFUNDED,CUST153945,Amazon Pay - QR Code Payments via Tata 1mg
AP00002475,2026-04-28T08:45:39Z,NFC Tap-to-Pay,Airtel,AMAZON_PAY_UPI,5029.96,PENDING,CUST178394,Amazon Pay - NFC Tap-to-Pay via Airtel
AP00002476,2026-02-03T14:45:37Z,Voice Payments,MakeMyTrip,NETBANKING,1049.69,SUCCESS,CUST728730,Amazon Pay - Voice Payments via MakeMyTrip
AP00002477,2026-02-17T21:44:55Z,Smart Connect Express Checkout,Tata Power,EMI,4297.12,PENDING,CUST293211,Amazon Pay - Smart Connect Express Checkout via Tata Power
AP00002478,2026-04-24T19:08:08Z,Saved Payment Instruments,Uber,AMAZON_PAY_WALLET,2355.16,REFUNDED,CUST743624,Amazon Pay - Saved Payment Instruments via Uber
AP00002479,2026-02-11T13:08:33Z,Shipping Address Book,Bookmyshow,NETBANKING,7169.9,FAILED,CUST571015,Amazon Pay - Shipping Address Book via Bookmyshow
AP00002480,2026-01-24T06:43:53Z,Order Tracking Integration,ACT Fibernet,EMI,5070.36,REVERSED,CUST125848,Amazon Pay - Order Tracking Integration via ACT Fibernet
AP00002481,2026-02-28T07:42:26Z,Loyalty Program Integration,Zomato,AMAZON_PAY_WALLET,4403.04,SUCCESS,CUST506611,Amazon Pay - Loyalty Program Integration via Zomato
AP00002482,2026-05-28T09:16:26Z,Charity Donations,RedBus,AMAZON_PAY_UPI,6019.82,SUCCESS,CUST200958,Amazon Pay - Charity Donations via RedBus
AP00002483,2026-01-18T02:57:13Z,Tax Invoice Download,BWSSB,EMI,1372.45,REVERSED,CUST529861,Amazon Pay - Tax Invoice Download via BWSSB
AP00002484,2026-05-27T09:49:12Z,Customer Support Chat,RedBus,AMAZON_PAY_WALLET,4141.15,REFUNDED,CUST417954,Amazon Pay - Customer Support Chat via RedBus
AP00002485,2026-05-12T18:18:09Z,Dispute Resolution,BWSSB,AMAZON_PAY_UPI,8165.61,REVERSED,CUST694285,Amazon Pay - Dispute Resolution via BWSSB
AP00002486,2026-01-28T03:41:37Z,Subscription AutoPay,Jio,CARD_TOKEN,9131.85,REFUNDED,CUST169625,Amazon Pay - Subscription AutoPay via Jio
AP00002487,2026-05-13T02:48:24Z,Split Bills,Bescom,NETBANKING,5749.18,PENDING,CUST208240,Amazon Pay - Split Bills via Bescom
AP00002488,2026-01-02T15:08:03Z,Invoice / Request Money,Uber,NETBANKING,4029.0,FAILED,CUST675711,Amazon Pay - Invoice / Request Money via Uber
AP00002489,2026-04-03T13:32:19Z,Merchant Onboarding,Cleartrip,NETBANKING,4384.71,FAILED,CUST732978,Amazon Pay - Merchant Onboarding via Cleartrip
AP00002490,2026-04-26T10:16:41Z,Risk-Based Step-Up,Zomato,AMAZON_PAY_UPI,4907.77,FAILED,CUST907399,Amazon Pay - Risk-Based Step-Up via Zomato
AP00002491,2026-04-25T20:42:58Z,Device Binding,ACT Fibernet,AMAZON_PAY_WALLET,5425.39,SUCCESS,CUST957469,Amazon Pay - Device Binding via ACT Fibernet
AP00002492,2026-05-02T12:20:25Z,Velocity Controls,Cleartrip,NETBANKING,1912.89,REVERSED,CUST609565,Amazon Pay - Velocity Controls via Cleartrip
AP00002493,2026-05-26T02:53:22Z,Refund SLA Tracking,Practo,NETBANKING,817.89,PENDING,CUST989819,Amazon Pay - Refund SLA Tracking via Practo
AP00002494,2026-01-09T05:45:55Z,Reconciliation Reports,MakeMyTrip,AMAZON_PAY_WALLET,118.17,PENDING,CUST157442,Amazon Pay - Reconciliation Reports via MakeMyTrip
AP00002495,2026-03-21T07:50:15Z,Webhooks & Events,Jio,AMAZON_PAY_UPI,2199.46,FAILED,CUST301296,Amazon Pay - Webhooks & Events via Jio
AP00002496,2026-05-27T20:48:43Z,API Rate Limits,Bescom,AMAZON_PAY_WALLET,5832.59,PENDING,CUST391868,Amazon Pay - API Rate Limits via Bescom
AP00002497,2026-03-19T05:40:48Z,Sandbox Environment,Swiggy,AMAZON_PAY_WALLET,5910.11,PENDING,CUST655900,Amazon Pay - Sandbox Environment via Swiggy
AP00002498,2026-01-04T18:19:56Z,Compliance Reporting,Cleartrip,EMI,2991.48,PENDING,CUST102243,Amazon Pay - Compliance Reporting via Cleartrip
AP00002499,2026-02-18T15:28:47Z,PCI-DSS Tokenization,Swiggy,AMAZON_PAY_WALLET,1985.35,SUCCESS,CUST149877,Amazon Pay - PCI-DSS Tokenization via Swiggy
AP00002500,2026-04-20T19:46:26Z,One-Click Checkout,ACT Fibernet,EMI,6212.16,FAILED,CUST304114,Amazon Pay - One-Click Checkout via ACT Fibernet
AP00002501,2026-04-25T21:06:57Z,Buy Now Pay Later,Bookmyshow,AMAZON_PAY_WALLET,6457.81,PENDING,CUST673004,Amazon Pay - Buy Now Pay Later via Bookmyshow
AP00002502,2026-04-26T10:50:28Z,UPI Payments,Indigo,AMAZON_PAY_UPI,5205.81,PENDING,CUST938259,Amazon Pay - UPI Payments via Indigo
AP00002503,2026-05-12T23:52:28Z,Recurring Payments,Zomato,AMAZON_PAY_WALLET,3412.54,FAILED,CUST565052,Amazon Pay - Recurring Payments via Zomato
