TxnID,CustomerID,Amount,Currency,Status,Region,Method,CreatedAt
TXN-0002635,CUST-84632,329.08,INR,Voided,AU,GiftCard,2024-01-03T05:25:55Z
TXN-0002636,CUST-83244,364.01,GBP,Captured,AU,Visa,2024-01-03T05:27:08Z
TXN-0002637,CUST-43480,4817.56,EUR,Refunded,EU,Visa,2024-01-03T05:28:21Z
TXN-0002638,CUST-83344,1098.19,INR,Refunded,EU,SEPA,2024-01-03T05:29:34Z
TXN-0002639,CUST-4105,2863.39,GBP,Captured,US,UPI,2024-01-03T05:30:47Z
TXN-0002640,CUST-16406,2415.95,GBP,Authorized,IN,UPI,2024-01-03T05:32:00Z
TXN-0002641,CUST-67540,1127.77,USD,Authorized,JP,Wallet,2024-01-03T05:33:13Z
TXN-0002642,CUST-26546,3155.48,CAD,Refunded,BR,Visa,2024-01-03T05:34:26Z
TXN-0002643,CUST-88486,3280.35,CAD,Declined,BR,UPI,2024-01-03T05:35:39Z
TXN-0002644,CUST-31335,732.64,GBP,Refunded,AU,Visa,2024-01-03T05:36:52Z
TXN-0002645,CUST-99307,1554.29,GBP,Voided,IN,UPI,2024-01-03T05:38:05Z
TXN-0002646,CUST-9271,2557.07,JPY,Authorized,AU,UPI,2024-01-03T05:39:18Z
TXN-0002647,CUST-84803,4393.13,CAD,Refunded,IN,Visa,2024-01-03T05:40:31Z
TXN-0002648,CUST-91303,4056.76,USD,Captured,AU,Amex,2024-01-03T05:41:44Z
TXN-0002649,CUST-6156,3079.92,AUD,Authorized,CA,Amex,2024-01-03T05:42:57Z
TXN-0002650,CUST-13339,1944.50,USD,Refunded,CA,Wallet,2024-01-03T05:44:10Z
TXN-0002651,CUST-96030,665.37,CAD,Authorized,JP,SEPA,2024-01-03T05:45:23Z
TXN-0002652,CUST-30102,4943.26,JPY,Refunded,US,Amex,2024-01-03T05:46:36Z
TXN-0002653,CUST-15487,2734.03,AUD,Declined,BR,GiftCard,2024-01-03T05:47:49Z
TXN-0002654,CUST-29354,648.16,GBP,Authorized,US,UPI,2024-01-03T05:49:02Z
TXN-0002655,CUST-18620,4996.40,GBP,Authorized,JP,BankTransfer,2024-01-03T05:50:15Z
TXN-0002656,CUST-68156,4024.00,USD,Refunded,AU,Visa,2024-01-03T05:51:28Z
TXN-0002657,CUST-7955,3263.82,BRL,Declined,CA,SEPA,2024-01-03T05:52:41Z
TXN-0002658,CUST-9912,1773.14,AUD,Voided,EU,GiftCard,2024-01-03T05:53:54Z
TXN-0002659,CUST-75583,1287.12,INR,Voided,EU,Wallet,2024-01-03T05:55:07Z
TXN-0002660,CUST-35384,2925.54,AUD,Declined,IN,BankTransfer,2024-01-03T05:56:20Z
TXN-0002661,CUST-72307,891.56,GBP,Voided,AU,UPI,2024-01-03T05:57:33Z
TXN-0002662,CUST-55882,1705.77,BRL,Captured,JP,MasterCard,2024-01-03T05:58:46Z
TXN-0002663,CUST-25066,4176.10,GBP,Authorized,IN,UPI,2024-01-03T05:59:59Z
TXN-0002664,CUST-17797,2506.77,AUD,Refunded,CA,GiftCard,2024-01-03T06:01:12Z
TXN-0002665,CUST-81196,3173.42,INR,Authorized,CA,SEPA,2024-01-03T06:02:25Z
TXN-0002666,CUST-41749,3511.52,INR,Authorized,US,UPI,2024-01-03T06:03:38Z
TXN-0002667,CUST-6406,2226.75,AUD,Voided,IN,Amex,2024-01-03T06:04:51Z
TXN-0002668,CUST-14260,2271.31,BRL,Captured,US,Visa,2024-01-03T06:06:04Z
TXN-0002669,CUST-88978,2969.76,AUD,Declined,CA,Visa,2024-01-03T06:07:17Z
TXN-0002670,CUST-55784,4142.17,USD,Captured,US,MasterCard,2024-01-03T06:08:30Z
TXN-0002671,CUST-61164,4731.36,CAD,Voided,UK,GiftCard,2024-01-03T06:09:43Z
TXN-0002672,CUST-53257,346.20,INR,Captured,EU,MasterCard,2024-01-03T06:10:56Z
TXN-0002673,CUST-52485,765.81,BRL,Declined,AU,Amex,2024-01-03T06:12:09Z
TXN-0002674,CUST-38805,3988.34,EUR,Captured,EU,GiftCard,2024-01-03T06:13:22Z
TXN-0002675,CUST-48096,822.08,AUD,Declined,BR,Visa,2024-01-03T06:14:35Z
TXN-0002676,CUST-43435,3623.23,GBP,Captured,BR,Amex,2024-01-03T06:15:48Z
TXN-0002677,CUST-46580,4309.36,USD,Refunded,JP,SEPA,2024-01-03T06:17:01Z
TXN-0002678,CUST-30893,4278.12,CAD,Captured,CA,Amex,2024-01-03T06:18:14Z
TXN-0002679,CUST-56022,4085.54,GBP,Refunded,CA,BankTransfer,2024-01-03T06:19:27Z
TXN-0002680,CUST-91853,1533.77,JPY,Voided,US,BankTransfer,2024-01-03T06:20:40Z
TXN-0002681,CUST-78510,4116.17,CAD,Voided,UK,BankTransfer,2024-01-03T06:21:53Z
TXN-0002682,CUST-98959,4604.21,EUR,Captured,JP,SEPA,2024-01-03T06:23:06Z
TXN-0002683,CUST-44400,2947.52,GBP,Declined,AU,GiftCard,2024-01-03T06:24:19Z
TXN-0002684,CUST-86695,4777.54,JPY,Refunded,UK,GiftCard,2024-01-03T06:25:32Z
TXN-0002685,CUST-27117,1979.39,BRL,Voided,BR,BankTransfer,2024-01-03T06:26:45Z
TXN-0002686,CUST-25149,717.30,GBP,Refunded,US,UPI,2024-01-03T06:27:58Z
TXN-0002687,CUST-52581,3696.51,INR,Authorized,AU,UPI,2024-01-03T06:29:11Z
TXN-0002688,CUST-46438,1650.03,GBP,Captured,BR,UPI,2024-01-03T06:30:24Z
TXN-0002689,CUST-71043,2308.64,JPY,Refunded,IN,BankTransfer,2024-01-03T06:31:37Z
TXN-0002690,CUST-68215,1069.73,JPY,Voided,EU,SEPA,2024-01-03T06:32:50Z
TXN-0002691,CUST-70157,4945.93,BRL,Voided,CA,GiftCard,2024-01-03T06:34:03Z
TXN-0002692,CUST-87348,1662.65,BRL,Voided,CA,MasterCard,2024-01-03T06:35:16Z
TXN-0002693,CUST-60097,4259.07,JPY,Voided,EU,SEPA,2024-01-03T06:36:29Z
TXN-0002694,CUST-64312,1732.81,INR,Authorized,CA,SEPA,2024-01-03T06:37:42Z
TXN-0002695,CUST-76798,2584.96,CAD,Voided,UK,MasterCard,2024-01-03T06:38:55Z
TXN-0002696,CUST-4453,4928.62,USD,Authorized,UK,Wallet,2024-01-03T06:40:08Z
TXN-0002697,CUST-98172,507.91,USD,Captured,UK,BankTransfer,2024-01-03T06:41:21Z
TXN-0002698,CUST-46404,3229.18,BRL,Authorized,UK,Visa,2024-01-03T06:42:34Z
TXN-0002699,CUST-92176,3328.97,CAD,Captured,JP,UPI,2024-01-03T06:43:47Z
TXN-0002700,CUST-36793,1221.26,EUR,Refunded,JP,BankTransfer,2024-01-03T06:45:00Z
TXN-0002701,CUST-84388,3189.64,INR,Refunded,CA,GiftCard,2024-01-03T06:46:13Z
TXN-0002702,CUST-86774,3272.81,BRL,Voided,CA,BankTransfer,2024-01-03T06:47:26Z
TXN-0002703,CUST-29129,3216.30,INR,Authorized,JP,Amex,2024-01-03T06:48:39Z
TXN-0002704,CUST-31913,3366.61,CAD,Captured,JP,Amex,2024-01-03T06:49:52Z
TXN-0002705,CUST-23808,4076.02,CAD,Voided,UK,SEPA,2024-01-03T06:51:05Z
TXN-0002706,CUST-19489,4329.31,BRL,Refunded,AU,UPI,2024-01-03T06:52:18Z
TXN-0002707,CUST-71449,1157.72,INR,Voided,BR,Visa,2024-01-03T06:53:31Z
TXN-0002708,CUST-39811,3612.25,JPY,Declined,BR,SEPA,2024-01-03T06:54:44Z
TXN-0002709,CUST-79682,2926.93,AUD,Refunded,IN,SEPA,2024-01-03T06:55:57Z
TXN-0002710,CUST-64899,4409.22,EUR,Refunded,EU,GiftCard,2024-01-03T06:57:10Z
TXN-0002711,CUST-91394,3072.68,EUR,Authorized,JP,Wallet,2024-01-03T06:58:23Z
TXN-0002712,CUST-40100,2532.67,GBP,Declined,UK,MasterCard,2024-01-03T06:59:36Z
TXN-0002713,CUST-38627,583.44,EUR,Declined,AU,UPI,2024-01-03T07:00:49Z
TXN-0002714,CUST-48638,1818.56,EUR,Declined,US,BankTransfer,2024-01-03T07:02:02Z
TXN-0002715,CUST-55149,1963.62,EUR,Captured,CA,Amex,2024-01-03T07:03:15Z
TXN-0002716,CUST-12639,4613.94,EUR,Authorized,US,Wallet,2024-01-03T07:04:28Z
TXN-0002717,CUST-87262,3800.06,JPY,Declined,AU,Wallet,2024-01-03T07:05:41Z
TXN-0002718,CUST-31471,1297.71,BRL,Captured,AU,Visa,2024-01-03T07:06:54Z
TXN-0002719,CUST-40966,712.46,GBP,Voided,AU,SEPA,2024-01-03T07:08:07Z
TXN-0002720,CUST-14852,1011.21,INR,Declined,CA,UPI,2024-01-03T07:09:20Z
TXN-0002721,CUST-59454,2515.01,AUD,Voided,EU,Visa,2024-01-03T07:10:33Z
TXN-0002722,CUST-16858,3217.82,EUR,Authorized,BR,BankTransfer,2024-01-03T07:11:46Z
TXN-0002723,CUST-12664,2495.78,EUR,Refunded,IN,Visa,2024-01-03T07:12:59Z
TXN-0002724,CUST-7152,4937.61,USD,Voided,US,SEPA,2024-01-03T07:14:12Z
TXN-0002725,CUST-3301,1306.46,CAD,Voided,CA,Visa,2024-01-03T07:15:25Z
TXN-0002726,CUST-21504,4027.91,JPY,Voided,AU,GiftCard,2024-01-03T07:16:38Z
TXN-0002727,CUST-95065,4562.80,USD,Declined,IN,Amex,2024-01-03T07:17:51Z
TXN-0002728,CUST-59682,2335.75,EUR,Declined,IN,GiftCard,2024-01-03T07:19:04Z
TXN-0002729,CUST-8941,1199.89,AUD,Declined,US,Wallet,2024-01-03T07:20:17Z
TXN-0002730,CUST-71111,775.47,JPY,Captured,AU,Amex,2024-01-03T07:21:30Z
TXN-0002731,CUST-8402,797.99,USD,Refunded,US,SEPA,2024-01-03T07:22:43Z
TXN-0002732,CUST-23134,1362.37,CAD,Refunded,JP,GiftCard,2024-01-03T07:23:56Z
TXN-0002733,CUST-70461,2342.00,INR,Captured,CA,UPI,2024-01-03T07:25:09Z
TXN-0002734,CUST-86403,4491.70,INR,Declined,EU,GiftCard,2024-01-03T07:26:22Z
TXN-0002735,CUST-34728,1016.11,AUD,Captured,CA,Amex,2024-01-03T07:27:35Z
TXN-0002736,CUST-87150,4144.05,INR,Captured,EU,UPI,2024-01-03T07:28:48Z
TXN-0002737,CUST-33182,862.91,JPY,Voided,EU,Visa,2024-01-03T07:30:01Z
TXN-0002738,CUST-13126,4662.06,JPY,Declined,BR,UPI,2024-01-03T07:31:14Z
TXN-0002739,CUST-32899,3121.74,GBP,Declined,CA,SEPA,2024-01-03T07:32:27Z
TXN-0002740,CUST-8223,900.35,BRL,Captured,CA,Wallet,2024-01-03T07:33:40Z
TXN-0002741,CUST-17623,300.16,BRL,Refunded,CA,BankTransfer,2024-01-03T07:34:53Z
TXN-0002742,CUST-24754,1288.89,BRL,Authorized,EU,Wallet,2024-01-03T07:36:06Z
TXN-0002743,CUST-17265,3358.62,CAD,Refunded,JP,Wallet,2024-01-03T07:37:19Z
TXN-0002744,CUST-11432,134.52,AUD,Authorized,JP,SEPA,2024-01-03T07:38:32Z
TXN-0002745,CUST-58663,3008.12,BRL,Voided,UK,GiftCard,2024-01-03T07:39:45Z
TXN-0002746,CUST-33276,1304.71,GBP,Declined,BR,UPI,2024-01-03T07:40:58Z
TXN-0002747,CUST-57465,3698.13,INR,Refunded,AU,Visa,2024-01-03T07:42:11Z
TXN-0002748,CUST-8278,418.84,EUR,Authorized,JP,BankTransfer,2024-01-03T07:43:24Z
TXN-0002749,CUST-24587,1631.00,JPY,Refunded,IN,UPI,2024-01-03T07:44:37Z
TXN-0002750,CUST-60619,1902.01,AUD,Refunded,BR,Amex,2024-01-03T07:45:50Z
TXN-0002751,CUST-72881,3402.70,USD,Authorized,CA,Wallet,2024-01-03T07:47:03Z
TXN-0002752,CUST-57254,1562.66,GBP,Refunded,JP,Wallet,2024-01-03T07:48:16Z
TXN-0002753,CUST-86397,917.22,GBP,Authorized,US,Visa,2024-01-03T07:49:29Z
TXN-0002754,CUST-66891,1641.52,EUR,Captured,BR,GiftCard,2024-01-03T07:50:42Z
TXN-0002755,CUST-75708,3594.01,JPY,Declined,JP,BankTransfer,2024-01-03T07:51:55Z
TXN-0002756,CUST-7124,4819.24,EUR,Declined,US,GiftCard,2024-01-03T07:53:08Z
TXN-0002757,CUST-31034,4633.83,CAD,Voided,IN,UPI,2024-01-03T07:54:21Z
TXN-0002758,CUST-72011,2832.26,CAD,Refunded,CA,UPI,2024-01-03T07:55:34Z
TXN-0002759,CUST-22387,4354.49,JPY,Voided,BR,UPI,2024-01-03T07:56:47Z
TXN-0002760,CUST-69311,907.88,EUR,Voided,US,Wallet,2024-01-03T07:58:00Z
TXN-0002761,CUST-98480,4893.50,INR,Authorized,EU,Wallet,2024-01-03T07:59:13Z
TXN-0002762,CUST-51461,2904.44,BRL,Captured,BR,BankTransfer,2024-01-03T08:00:26Z
TXN-0002763,CUST-9160,3881.77,AUD,Authorized,JP,GiftCard,2024-01-03T08:01:39Z
TXN-0002764,CUST-61590,2146.46,USD,Refunded,EU,SEPA,2024-01-03T08:02:52Z
TXN-0002765,CUST-15567,4069.50,JPY,Voided,UK,UPI,2024-01-03T08:04:05Z
TXN-0002766,CUST-65787,1331.94,BRL,Refunded,UK,UPI,2024-01-03T08:05:18Z
TXN-0002767,CUST-61314,2582.48,USD,Voided,JP,Amex,2024-01-03T08:06:31Z
TXN-0002768,CUST-68971,1741.93,AUD,Voided,AU,BankTransfer,2024-01-03T08:07:44Z
TXN-0002769,CUST-40974,4199.78,GBP,Declined,US,MasterCard,2024-01-03T08:08:57Z
TXN-0002770,CUST-92199,3720.14,JPY,Refunded,AU,GiftCard,2024-01-03T08:10:10Z
TXN-0002771,CUST-90933,1016.63,INR,Captured,AU,Amex,2024-01-03T08:11:23Z
TXN-0002772,CUST-97672,4049.09,JPY,Authorized,JP,Visa,2024-01-03T08:12:36Z
TXN-0002773,CUST-3754,2024.32,JPY,Refunded,BR,SEPA,2024-01-03T08:13:49Z
TXN-0002774,CUST-3406,226.13,EUR,Captured,US,UPI,2024-01-03T08:15:02Z
TXN-0002775,CUST-77487,4788.46,GBP,Declined,UK,Visa,2024-01-03T08:16:15Z
TXN-0002776,CUST-57637,2154.09,BRL,Captured,AU,SEPA,2024-01-03T08:17:28Z
TXN-0002777,CUST-41431,1576.91,JPY,Declined,US,GiftCard,2024-01-03T08:18:41Z
TXN-0002778,CUST-65088,3228.83,AUD,Refunded,AU,UPI,2024-01-03T08:19:54Z
TXN-0002779,CUST-66269,29.29,JPY,Voided,AU,Wallet,2024-01-03T08:21:07Z
TXN-0002780,CUST-40589,3190.95,EUR,Refunded,JP,SEPA,2024-01-03T08:22:20Z
TXN-0002781,CUST-29665,3702.66,EUR,Voided,JP,Amex,2024-01-03T08:23:33Z
TXN-0002782,CUST-1408,3765.99,JPY,Captured,JP,BankTransfer,2024-01-03T08:24:46Z
TXN-0002783,CUST-55615,2686.62,GBP,Refunded,UK,Amex,2024-01-03T08:25:59Z
TXN-0002784,CUST-87630,4833.18,BRL,Authorized,AU,Wallet,2024-01-03T08:27:12Z
TXN-0002785,CUST-15457,1923.06,INR,Authorized,IN,Visa,2024-01-03T08:28:25Z
TXN-0002786,CUST-41409,1554.95,USD,Voided,CA,Amex,2024-01-03T08:29:38Z
TXN-0002787,CUST-8400,3298.13,AUD,Refunded,EU,Amex,2024-01-03T08:30:51Z
TXN-0002788,CUST-11726,552.72,BRL,Authorized,JP,Wallet,2024-01-03T08:32:04Z
TXN-0002789,CUST-19206,2171.14,EUR,Captured,AU,BankTransfer,2024-01-03T08:33:17Z
TXN-0002790,CUST-73885,2665.08,CAD,Declined,US,SEPA,2024-01-03T08:34:30Z
TXN-0002791,CUST-98420,1158.97,INR,Declined,CA,UPI,2024-01-03T08:35:43Z
TXN-0002792,CUST-11910,3373.78,BRL,Captured,AU,GiftCard,2024-01-03T08:36:56Z
TXN-0002793,CUST-58032,3444.44,INR,Captured,US,Amex,2024-01-03T08:38:09Z
TXN-0002794,CUST-24350,1125.13,AUD,Refunded,IN,Visa,2024-01-03T08:39:22Z
TXN-0002795,CUST-20137,873.21,INR,Voided,AU,Wallet,2024-01-03T08:40:35Z
TXN-0002796,CUST-42392,2407.92,GBP,Declined,US,GiftCard,2024-01-03T08:41:48Z
TXN-0002797,CUST-14716,4000.77,USD,Voided,BR,GiftCard,2024-01-03T08:43:01Z
TXN-0002798,CUST-12673,3424.62,GBP,Captured,BR,MasterCard,2024-01-03T08:44:14Z
TXN-0002799,CUST-17423,1149.74,BRL,Voided,AU,Wallet,2024-01-03T08:45:27Z
TXN-0002800,CUST-48363,2622.03,CAD,Voided,EU,MasterCard,2024-01-03T08:46:40Z
TXN-0002801,CUST-60698,297.88,EUR,Authorized,AU,BankTransfer,2024-01-03T08:47:53Z
TXN-0002802,CUST-84145,588.38,BRL,Voided,JP,Visa,2024-01-03T08:49:06Z
TXN-0002803,CUST-68493,2202.67,AUD,Declined,JP,Wallet,2024-01-03T08:50:19Z
TXN-0002804,CUST-18670,4922.12,CAD,Voided,BR,GiftCard,2024-01-03T08:51:32Z
TXN-0002805,CUST-45995,993.26,EUR,Authorized,BR,Amex,2024-01-03T08:52:45Z
TXN-0002806,CUST-18494,3707.26,GBP,Refunded,IN,Visa,2024-01-03T08:53:58Z
TXN-0002807,CUST-81405,1710.94,INR,Declined,CA,MasterCard,2024-01-03T08:55:11Z
TXN-0002808,CUST-41232,2625.33,CAD,Declined,EU,UPI,2024-01-03T08:56:24Z
TXN-0002809,CUST-75176,4168.18,BRL,Declined,BR,UPI,2024-01-03T08:57:37Z
TXN-0002810,CUST-80674,3046.99,CAD,Refunded,EU,UPI,2024-01-03T08:58:50Z
TXN-0002811,CUST-92658,858.31,JPY,Authorized,UK,Visa,2024-01-03T09:00:03Z
TXN-0002812,CUST-91520,847.19,AUD,Refunded,BR,BankTransfer,2024-01-03T09:01:16Z
TXN-0002813,CUST-85683,2582.82,USD,Refunded,IN,MasterCard,2024-01-03T09:02:29Z
TXN-0002814,CUST-93027,3671.39,AUD,Authorized,IN,GiftCard,2024-01-03T09:03:42Z
TXN-0002815,CUST-83234,4711.39,GBP,Voided,JP,BankTransfer,2024-01-03T09:04:55Z
TXN-0002816,CUST-12844,1986.86,BRL,Refunded,JP,UPI,2024-01-03T09:06:08Z
TXN-0002817,CUST-49187,4588.14,INR,Authorized,UK,SEPA,2024-01-03T09:07:21Z
TXN-0002818,CUST-2541,2657.83,AUD,Captured,AU,GiftCard,2024-01-03T09:08:34Z
TXN-0002819,CUST-88888,2959.85,INR,Voided,CA,UPI,2024-01-03T09:09:47Z
TXN-0002820,CUST-70193,1270.36,CAD,Authorized,UK,GiftCard,2024-01-03T09:11:00Z
TXN-0002821,CUST-65968,3803.48,EUR,Authorized,JP,Wallet,2024-01-03T09:12:13Z
TXN-0002822,CUST-34382,4557.11,GBP,Captured,EU,BankTransfer,2024-01-03T09:13:26Z
TXN-0002823,CUST-72579,1820.32,INR,Authorized,IN,Amex,2024-01-03T09:14:39Z
TXN-0002824,CUST-17851,2479.87,BRL,Captured,IN,MasterCard,2024-01-03T09:15:52Z
TXN-0002825,CUST-81504,4047.26,BRL,Declined,BR,Wallet,2024-01-03T09:17:05Z
TXN-0002826,CUST-19701,2088.54,JPY,Declined,US,MasterCard,2024-01-03T09:18:18Z
TXN-0002827,CUST-28494,2821.36,BRL,Refunded,US,Wallet,2024-01-03T09:19:31Z
TXN-0002828,CUST-40746,837.25,GBP,Captured,JP,Visa,2024-01-03T09:20:44Z
TXN-0002829,CUST-98688,2351.66,EUR,Voided,CA,BankTransfer,2024-01-03T09:21:57Z
TXN-0002830,CUST-64620,3025.29,JPY,Declined,AU,BankTransfer,2024-01-03T09:23:10Z
TXN-0002831,CUST-39354,2488.79,GBP,Voided,BR,Visa,2024-01-03T09:24:23Z
TXN-0002832,CUST-44654,3720.79,GBP,Refunded,UK,Amex,2024-01-03T09:25:36Z
TXN-0002833,CUST-59868,4932.48,EUR,Captured,UK,Wallet,2024-01-03T09:26:49Z
TXN-0002834,CUST-24992,3619.55,AUD,Declined,IN,UPI,2024-01-03T09:28:02Z
TXN-0002835,CUST-84393,4265.15,INR,Authorized,US,SEPA,2024-01-03T09:29:15Z
TXN-0002836,CUST-63391,1455.35,USD,Voided,US,UPI,2024-01-03T09:30:28Z
TXN-0002837,CUST-41243,3022.17,EUR,Declined,UK,UPI,2024-01-03T09:31:41Z
TXN-0002838,CUST-26185,1107.72,USD,Declined,AU,Wallet,2024-01-03T09:32:54Z
TXN-0002839,CUST-7906,4805.28,USD,Authorized,IN,Visa,2024-01-03T09:34:07Z
TXN-0002840,CUST-83757,3334.60,GBP,Captured,JP,GiftCard,2024-01-03T09:35:20Z
TXN-0002841,CUST-37151,3232.79,GBP,Refunded,EU,Visa,2024-01-03T09:36:33Z
TXN-0002842,CUST-27177,3868.25,CAD,Captured,BR,Wallet,2024-01-03T09:37:46Z
TXN-0002843,CUST-96992,3565.90,BRL,Voided,EU,UPI,2024-01-03T09:38:59Z
TXN-0002844,CUST-2344,2436.34,INR,Declined,IN,Amex,2024-01-03T09:40:12Z
TXN-0002845,CUST-83866,276.91,USD,Refunded,BR,GiftCard,2024-01-03T09:41:25Z
TXN-0002846,CUST-50712,4110.35,INR,Refunded,CA,MasterCard,2024-01-03T09:42:38Z
TXN-0002847,CUST-21460,1257.74,CAD,Authorized,IN,UPI,2024-01-03T09:43:51Z
TXN-0002848,CUST-19234,4072.92,INR,Authorized,US,UPI,2024-01-03T09:45:04Z
TXN-0002849,CUST-43146,4694.91,GBP,Authorized,JP,Visa,2024-01-03T09:46:17Z
TXN-0002850,CUST-61210,3151.24,INR,Declined,EU,SEPA,2024-01-03T09:47:30Z
TXN-0002851,CUST-10697,2049.35,BRL,Declined,UK,UPI,2024-01-03T09:48:43Z
TXN-0002852,CUST-70475,3904.58,GBP,Declined,AU,Wallet,2024-01-03T09:49:56Z
TXN-0002853,CUST-43391,42.95,CAD,Refunded,BR,UPI,2024-01-03T09:51:09Z
TXN-0002854,CUST-31901,4788.70,BRL,Voided,EU,MasterCard,2024-01-03T09:52:22Z
TXN-0002855,CUST-68620,222.41,INR,Captured,AU,MasterCard,2024-01-03T09:53:35Z
TXN-0002856,CUST-73136,4538.05,AUD,Voided,CA,Wallet,2024-01-03T09:54:48Z
TXN-0002857,CUST-24979,1137.76,INR,Declined,UK,Visa,2024-01-03T09:56:01Z
TXN-0002858,CUST-97236,1581.24,AUD,Voided,US,MasterCard,2024-01-03T09:57:14Z
TXN-0002859,CUST-97617,3330.41,JPY,Authorized,AU,UPI,2024-01-03T09:58:27Z
TXN-0002860,CUST-26440,1494.80,CAD,Captured,IN,Visa,2024-01-03T09:59:40Z
TXN-0002861,CUST-18533,4495.42,EUR,Declined,CA,Visa,2024-01-03T10:00:53Z
TXN-0002862,CUST-96649,4536.19,CAD,Voided,JP,Visa,2024-01-03T10:02:06Z
TXN-0002863,CUST-26589,1464.74,EUR,Refunded,IN,UPI,2024-01-03T10:03:19Z
TXN-0002864,CUST-85574,4434.21,EUR,Captured,IN,BankTransfer,2024-01-03T10:04:32Z
TXN-0002865,CUST-79391,4747.04,INR,Authorized,US,MasterCard,2024-01-03T10:05:45Z
TXN-0002866,CUST-34770,4526.52,USD,Authorized,BR,Wallet,2024-01-03T10:06:58Z
TXN-0002867,CUST-77137,790.72,CAD,Authorized,CA,MasterCard,2024-01-03T10:08:11Z
TXN-0002868,CUST-44710,2192.55,USD,Authorized,JP,Amex,2024-01-03T10:09:24Z
TXN-0002869,CUST-65423,536.47,USD,Refunded,AU,Visa,2024-01-03T10:10:37Z
TXN-0002870,CUST-73768,4656.42,USD,Captured,AU,UPI,2024-01-03T10:11:50Z
TXN-0002871,CUST-37833,2839.35,USD,Declined,EU,MasterCard,2024-01-03T10:13:03Z
TXN-0002872,CUST-2646,1058.87,GBP,Voided,JP,UPI,2024-01-03T10:14:16Z
TXN-0002873,CUST-20924,2039.00,JPY,Declined,BR,Visa,2024-01-03T10:15:29Z
TXN-0002874,CUST-70653,336.10,JPY,Authorized,IN,Wallet,2024-01-03T10:16:42Z
TXN-0002875,CUST-61629,1775.27,JPY,Declined,AU,MasterCard,2024-01-03T10:17:55Z
TXN-0002876,CUST-83772,3365.95,CAD,Captured,JP,Amex,2024-01-03T10:19:08Z
TXN-0002877,CUST-90906,1121.61,CAD,Declined,JP,Wallet,2024-01-03T10:20:21Z
TXN-0002878,CUST-37387,1597.57,JPY,Refunded,CA,Visa,2024-01-03T10:21:34Z
TXN-0002879,CUST-25758,3841.04,AUD,Refunded,US,MasterCard,2024-01-03T10:22:47Z
TXN-0002880,CUST-48332,4338.52,CAD,Voided,UK,Amex,2024-01-03T10:24:00Z
TXN-0002881,CUST-1729,1175.48,BRL,Captured,CA,MasterCard,2024-01-03T10:25:13Z
TXN-0002882,CUST-25024,1337.22,EUR,Voided,CA,SEPA,2024-01-03T10:26:26Z
TXN-0002883,CUST-66556,2978.11,GBP,Authorized,JP,Amex,2024-01-03T10:27:39Z
TXN-0002884,CUST-58110,3321.64,INR,Refunded,CA,MasterCard,2024-01-03T10:28:52Z
TXN-0002885,CUST-67527,3237.93,USD,Declined,JP,Visa,2024-01-03T10:30:05Z
TXN-0002886,CUST-66325,2713.93,USD,Declined,IN,Amex,2024-01-03T10:31:18Z
TXN-0002887,CUST-22690,867.57,AUD,Refunded,CA,SEPA,2024-01-03T10:32:31Z
TXN-0002888,CUST-16621,1784.91,BRL,Captured,US,GiftCard,2024-01-03T10:33:44Z
TXN-0002889,CUST-78721,4790.43,CAD,Voided,BR,Visa,2024-01-03T10:34:57Z
TXN-0002890,CUST-82384,847.21,CAD,Voided,UK,Amex,2024-01-03T10:36:10Z
TXN-0002891,CUST-40363,4757.76,BRL,Declined,AU,SEPA,2024-01-03T10:37:23Z
TXN-0002892,CUST-1716,2280.51,BRL,Captured,UK,GiftCard,2024-01-03T10:38:36Z
TXN-0002893,CUST-38352,2771.31,CAD,Declined,JP,Wallet,2024-01-03T10:39:49Z
TXN-0002894,CUST-59722,3739.96,EUR,Authorized,UK,GiftCard,2024-01-03T10:41:02Z
TXN-0002895,CUST-62806,1092.04,BRL,Voided,JP,Wallet,2024-01-03T10:42:15Z
TXN-0002896,CUST-11461,2663.59,INR,Refunded,US,GiftCard,2024-01-03T10:43:28Z
TXN-0002897,CUST-67239,2818.26,AUD,Voided,CA,Amex,2024-01-03T10:44:41Z
TXN-0002898,CUST-71239,3812.82,USD,Voided,UK,Wallet,2024-01-03T10:45:54Z
TXN-0002899,CUST-56362,4605.17,BRL,Authorized,BR,UPI,2024-01-03T10:47:07Z
TXN-0002900,CUST-27727,513.99,AUD,Declined,AU,GiftCard,2024-01-03T10:48:20Z
TXN-0002901,CUST-31506,2196.83,JPY,Authorized,EU,Visa,2024-01-03T10:49:33Z
TXN-0002902,CUST-2517,333.24,INR,Declined,US,GiftCard,2024-01-03T10:50:46Z
TXN-0002903,CUST-64972,3751.55,EUR,Declined,BR,Amex,2024-01-03T10:51:59Z
TXN-0002904,CUST-93109,654.18,INR,Refunded,AU,Wallet,2024-01-03T10:53:12Z
TXN-0002905,CUST-20288,1637.64,USD,Authorized,BR,SEPA,2024-01-03T10:54:25Z
TXN-0002906,CUST-20684,137.84,INR,Refunded,AU,GiftCard,2024-01-03T10:55:38Z
TXN-0002907,CUST-96369,2920.23,BRL,Authorized,EU,Wallet,2024-01-03T10:56:51Z
TXN-0002908,CUST-17504,2544.52,BRL,Voided,IN,MasterCard,2024-01-03T10:58:04Z
