txn_id,timestamp,feature,merchant,instrument,amount_inr,status,customer_id,description
AP00001617,2026-04-09T13:26:13Z,Transaction History,Bookmyshow,AMAZON_PAY_WALLET,6632.23,REFUNDED,CUST351467,Amazon Pay - Transaction History via Bookmyshow
AP00001618,2026-01-07T21:16:03Z,KYC Verification,BigBasket,CARD_TOKEN,3226.11,SUCCESS,CUST597928,Amazon Pay - KYC Verification via BigBasket
AP00001619,2026-03-26T12:34:27Z,Fraud Detection,RedBus,NETBANKING,8891.19,PENDING,CUST744258,Amazon Pay - Fraud Detection via RedBus
AP00001620,2026-02-05T16:13:26Z,PIN & Biometric Authentication,Domino's,CARD_TOKEN,546.64,REVERSED,CUST263987,Amazon Pay - PIN & Biometric Authentication via Domino's
AP00001621,2026-02-03T16:30:44Z,Strong Customer Authentication,Vodafone,NETBANKING,9937.9,SUCCESS,CUST273751,Amazon Pay - Strong Customer Authentication via Vodafone
AP00001622,2026-03-02T05:44:23Z,Multi-Currency Support,Airtel,EMI,4481.45,FAILED,CUST322622,Amazon Pay - Multi-Currency Support via Airtel
AP00001623,2026-05-09T15:14:54Z,Cross-Border Payments,Tata Power,CARD_TOKEN,845.45,FAILED,CUST288750,Amazon Pay - Cross-Border Payments via Tata Power
AP00001624,2026-02-02T19:50:59Z,QR Code Payments,Bookmyshow,NETBANKING,1783.82,PENDING,CUST278903,Amazon Pay - QR Code Payments via Bookmyshow
AP00001625,2026-03-08T22:03:24Z,NFC Tap-to-Pay,ACT Fibernet,CARD_TOKEN,898.14,REFUNDED,CUST540343,Amazon Pay - NFC Tap-to-Pay via ACT Fibernet
AP00001626,2026-02-22T12:17:50Z,Voice Payments,Swiggy,AMAZON_PAY_WALLET,5432.25,REVERSED,CUST246056,Amazon Pay - Voice Payments via Swiggy
AP00001627,2026-03-27T15:28:52Z,Smart Connect Express Checkout,BigBasket,EMI,2459.38,FAILED,CUST877876,Amazon Pay - Smart Connect Express Checkout via BigBasket
AP00001628,2026-05-18T05:39:29Z,Saved Payment Instruments,BigBasket,NETBANKING,3629.26,REVERSED,CUST343581,Amazon Pay - Saved Payment Instruments via BigBasket
AP00001629,2026-03-26T11:51:19Z,Shipping Address Book,Practo,EMI,9171.23,PENDING,CUST698476,Amazon Pay - Shipping Address Book via Practo
AP00001630,2026-05-26T22:56:24Z,Order Tracking Integration,ACT Fibernet,NETBANKING,4400.23,REFUNDED,CUST645442,Amazon Pay - Order Tracking Integration via ACT Fibernet
AP00001631,2026-02-13T14:24:16Z,Loyalty Program Integration,Indigo,CARD_TOKEN,9040.47,REVERSED,CUST824462,Amazon Pay - Loyalty Program Integration via Indigo
AP00001632,2026-02-27T18:16:49Z,Charity Donations,Practo,CARD_TOKEN,73.59,REVERSED,CUST213733,Amazon Pay - Charity Donations via Practo
AP00001633,2026-05-03T13:28:17Z,Tax Invoice Download,Tata Power,AMAZON_PAY_WALLET,3785.27,SUCCESS,CUST522827,Amazon Pay - Tax Invoice Download via Tata Power
AP00001634,2026-04-13T22:35:35Z,Customer Support Chat,Tata Power,CARD_TOKEN,7296.9,PENDING,CUST813482,Amazon Pay - Customer Support Chat via Tata Power
AP00001635,2026-04-19T04:48:16Z,Dispute Resolution,Cleartrip,CARD_TOKEN,9883.28,FAILED,CUST108256,Amazon Pay - Dispute Resolution via Cleartrip
AP00001636,2026-04-19T18:09:24Z,Subscription AutoPay,RedBus,AMAZON_PAY_UPI,1900.19,PENDING,CUST505291,Amazon Pay - Subscription AutoPay via RedBus
AP00001637,2026-02-22T08:43:57Z,Split Bills,Uber,CARD_TOKEN,5749.38,SUCCESS,CUST626036,Amazon Pay - Split Bills via Uber
AP00001638,2026-03-01T08:41:18Z,Invoice / Request Money,EatSure,NETBANKING,9445.31,FAILED,CUST207367,Amazon Pay - Invoice / Request Money via EatSure
AP00001639,2026-02-14T18:41:50Z,Merchant Onboarding,Cleartrip,AMAZON_PAY_UPI,7335.78,SUCCESS,CUST125653,Amazon Pay - Merchant Onboarding via Cleartrip
AP00001640,2026-04-19T21:34:55Z,Risk-Based Step-Up,Indigo,CARD_TOKEN,9137.34,REFUNDED,CUST591011,Amazon Pay - Risk-Based Step-Up via Indigo
AP00001641,2026-02-22T03:13:07Z,Device Binding,MakeMyTrip,AMAZON_PAY_WALLET,9565.97,REVERSED,CUST362450,Amazon Pay - Device Binding via MakeMyTrip
AP00001642,2026-01-10T23:59:11Z,Velocity Controls,MakeMyTrip,CARD_TOKEN,9457.5,PENDING,CUST408849,Amazon Pay - Velocity Controls via MakeMyTrip
AP00001643,2026-05-01T09:04:48Z,Refund SLA Tracking,Tata 1mg,EMI,1989.37,FAILED,CUST168692,Amazon Pay - Refund SLA Tracking via Tata 1mg
AP00001644,2026-05-16T19:23:10Z,Reconciliation Reports,Vodafone,CARD_TOKEN,9416.32,PENDING,CUST568468,Amazon Pay - Reconciliation Reports via Vodafone
AP00001645,2026-05-18T03:59:28Z,Webhooks & Events,Vodafone,CARD_TOKEN,910.76,SUCCESS,CUST131748,Amazon Pay - Webhooks & Events via Vodafone
AP00001646,2026-01-18T23:15:45Z,API Rate Limits,Practo,AMAZON_PAY_WALLET,662.14,PENDING,CUST315801,Amazon Pay - API Rate Limits via Practo
AP00001647,2026-02-06T06:05:54Z,Sandbox Environment,MakeMyTrip,AMAZON_PAY_UPI,7029.92,FAILED,CUST932066,Amazon Pay - Sandbox Environment via MakeMyTrip
AP00001648,2026-04-06T22:27:32Z,Compliance Reporting,Uber,NETBANKING,5517.9,SUCCESS,CUST733402,Amazon Pay - Compliance Reporting via Uber
AP00001649,2026-05-10T18:00:19Z,PCI-DSS Tokenization,Uber,CARD_TOKEN,1674.86,SUCCESS,CUST500082,Amazon Pay - PCI-DSS Tokenization via Uber
AP00001650,2026-03-15T20:54:42Z,One-Click Checkout,Tata Power,AMAZON_PAY_UPI,5530.09,REFUNDED,CUST273326,Amazon Pay - One-Click Checkout via Tata Power
AP00001651,2026-01-24T03:22:45Z,Buy Now Pay Later,EatSure,EMI,7618.0,PENDING,CUST447140,Amazon Pay - Buy Now Pay Later via EatSure
AP00001652,2026-05-07T03:32:53Z,UPI Payments,Practo,AMAZON_PAY_UPI,8510.62,FAILED,CUST275135,Amazon Pay - UPI Payments via Practo
AP00001653,2026-01-19T13:12:12Z,Recurring Payments,Practo,CARD_TOKEN,151.94,REVERSED,CUST776095,Amazon Pay - Recurring Payments via Practo
AP00001654,2026-03-18T06:44:56Z,Amazon Pay Wallet,RedBus,AMAZON_PAY_WALLET,5890.57,SUCCESS,CUST592563,Amazon Pay - Amazon Pay Wallet via RedBus
AP00001655,2026-05-24T04:32:50Z,Send Money to Contacts,Vodafone,AMAZON_PAY_WALLET,5014.54,PENDING,CUST999237,Amazon Pay - Send Money to Contacts via Vodafone
AP00001656,2026-03-11T13:30:42Z,Bill Payments,Tata 1mg,AMAZON_PAY_UPI,1123.44,PENDING,CUST352499,Amazon Pay - Bill Payments via Tata 1mg
AP00001657,2026-04-26T08:15:00Z,Mobile Recharge,Practo,NETBANKING,5788.83,PENDING,CUST530788,Amazon Pay - Mobile Recharge via Practo
AP00001658,2026-01-15T00:26:47Z,DTH Recharge,Bescom,CARD_TOKEN,7990.67,FAILED,CUST819366,Amazon Pay - DTH Recharge via Bescom
AP00001659,2026-04-13T17:11:31Z,Insurance Premium Payments,Practo,AMAZON_PAY_WALLET,9976.76,REVERSED,CUST716144,Amazon Pay - Insurance Premium Payments via Practo
AP00001660,2026-04-10T14:23:14Z,Credit Card Bill Payments,BWSSB,CARD_TOKEN,421.02,REFUNDED,CUST705273,Amazon Pay - Credit Card Bill Payments via BWSSB
AP00001661,2026-05-15T20:29:54Z,EMI Auto-Debit,EatSure,AMAZON_PAY_WALLET,4819.43,REFUNDED,CUST112713,Amazon Pay - EMI Auto-Debit via EatSure
AP00001662,2026-04-21T09:02:03Z,Rewards & Cashback,Swiggy,AMAZON_PAY_WALLET,1616.49,PENDING,CUST893775,Amazon Pay - Rewards & Cashback via Swiggy
AP00001663,2026-05-05T07:12:34Z,Coupons & Promo Codes,Vodafone,AMAZON_PAY_UPI,8787.2,FAILED,CUST234587,Amazon Pay - Coupons & Promo Codes via Vodafone
AP00001664,2026-04-23T07:42:14Z,Gift Cards,Indigo,AMAZON_PAY_UPI,8167.12,SUCCESS,CUST486113,Amazon Pay - Gift Cards via Indigo
AP00001665,2026-01-26T06:22:43Z,Merchant Settlements,EatSure,NETBANKING,4872.93,FAILED,CUST947400,Amazon Pay - Merchant Settlements via EatSure
AP00001666,2026-01-21T01:05:37Z,Refund Processing,MakeMyTrip,EMI,8810.72,PENDING,CUST149655,Amazon Pay - Refund Processing via MakeMyTrip
AP00001667,2026-03-09T15:29:07Z,Transaction History,Cleartrip,NETBANKING,6001.89,REFUNDED,CUST631452,Amazon Pay - Transaction History via Cleartrip
AP00001668,2026-03-17T23:01:39Z,KYC Verification,Cleartrip,EMI,5737.67,REFUNDED,CUST712768,Amazon Pay - KYC Verification via Cleartrip
AP00001669,2026-02-11T18:29:51Z,Fraud Detection,BigBasket,AMAZON_PAY_WALLET,9728.53,REFUNDED,CUST988620,Amazon Pay - Fraud Detection via BigBasket
AP00001670,2026-03-26T13:20:22Z,PIN & Biometric Authentication,Domino's,AMAZON_PAY_WALLET,6178.23,FAILED,CUST621473,Amazon Pay - PIN & Biometric Authentication via Domino's
AP00001671,2026-04-17T19:07:15Z,Strong Customer Authentication,Airtel,AMAZON_PAY_WALLET,9421.28,FAILED,CUST939162,Amazon Pay - Strong Customer Authentication via Airtel
AP00001672,2026-01-14T20:08:34Z,Multi-Currency Support,Swiggy,CARD_TOKEN,3595.37,REFUNDED,CUST122103,Amazon Pay - Multi-Currency Support via Swiggy
AP00001673,2026-03-17T04:25:20Z,Cross-Border Payments,Uber,CARD_TOKEN,4076.63,REVERSED,CUST102910,Amazon Pay - Cross-Border Payments via Uber
AP00001674,2026-04-25T10:09:05Z,QR Code Payments,Vodafone,AMAZON_PAY_UPI,2020.45,SUCCESS,CUST620091,Amazon Pay - QR Code Payments via Vodafone
AP00001675,2026-02-11T11:24:25Z,NFC Tap-to-Pay,Practo,EMI,2544.9,FAILED,CUST446529,Amazon Pay - NFC Tap-to-Pay via Practo
AP00001676,2026-02-16T01:48:25Z,Voice Payments,ACT Fibernet,AMAZON_PAY_WALLET,6688.76,FAILED,CUST397670,Amazon Pay - Voice Payments via ACT Fibernet
AP00001677,2026-05-26T14:56:49Z,Smart Connect Express Checkout,Vodafone,CARD_TOKEN,4604.89,SUCCESS,CUST320515,Amazon Pay - Smart Connect Express Checkout via Vodafone
AP00001678,2026-05-22T05:21:35Z,Saved Payment Instruments,Bescom,AMAZON_PAY_WALLET,9363.65,PENDING,CUST292748,Amazon Pay - Saved Payment Instruments via Bescom
AP00001679,2026-01-15T05:36:54Z,Shipping Address Book,BWSSB,CARD_TOKEN,2618.89,SUCCESS,CUST178932,Amazon Pay - Shipping Address Book via BWSSB
AP00001680,2026-05-09T05:09:29Z,Order Tracking Integration,Indigo,AMAZON_PAY_WALLET,5135.03,PENDING,CUST539223,Amazon Pay - Order Tracking Integration via Indigo
AP00001681,2026-04-04T17:55:12Z,Loyalty Program Integration,Zomato,NETBANKING,5835.03,REFUNDED,CUST113155,Amazon Pay - Loyalty Program Integration via Zomato
AP00001682,2026-04-18T11:58:02Z,Charity Donations,Uber,CARD_TOKEN,2011.5,REVERSED,CUST301115,Amazon Pay - Charity Donations via Uber
AP00001683,2026-05-12T18:47:38Z,Tax Invoice Download,Jio,CARD_TOKEN,1166.46,SUCCESS,CUST597165,Amazon Pay - Tax Invoice Download via Jio
AP00001684,2026-05-14T07:33:22Z,Customer Support Chat,Zomato,AMAZON_PAY_UPI,4470.56,REVERSED,CUST445212,Amazon Pay - Customer Support Chat via Zomato
AP00001685,2026-05-21T15:30:16Z,Dispute Resolution,BigBasket,NETBANKING,5293.74,REFUNDED,CUST339539,Amazon Pay - Dispute Resolution via BigBasket
AP00001686,2026-03-15T16:17:07Z,Subscription AutoPay,Swiggy,AMAZON_PAY_UPI,9422.83,PENDING,CUST836364,Amazon Pay - Subscription AutoPay via Swiggy
AP00001687,2026-05-20T04:45:22Z,Split Bills,Zomato,NETBANKING,3235.68,REFUNDED,CUST222601,Amazon Pay - Split Bills via Zomato
AP00001688,2026-03-05T13:59:03Z,Invoice / Request Money,Bescom,AMAZON_PAY_WALLET,2056.82,SUCCESS,CUST768192,Amazon Pay - Invoice / Request Money via Bescom
AP00001689,2026-03-15T20:09:38Z,Merchant Onboarding,Indigo,CARD_TOKEN,4058.7,REVERSED,CUST113027,Amazon Pay - Merchant Onboarding via Indigo
AP00001690,2026-03-24T03:35:27Z,Risk-Based Step-Up,Cleartrip,EMI,6029.89,PENDING,CUST822593,Amazon Pay - Risk-Based Step-Up via Cleartrip
AP00001691,2026-03-07T21:36:23Z,Device Binding,Cleartrip,EMI,4383.3,PENDING,CUST449595,Amazon Pay - Device Binding via Cleartrip
AP00001692,2026-01-10T03:07:33Z,Velocity Controls,Vodafone,CARD_TOKEN,6179.12,REVERSED,CUST205913,Amazon Pay - Velocity Controls via Vodafone
AP00001693,2026-04-03T21:47:16Z,Refund SLA Tracking,Airtel,AMAZON_PAY_WALLET,2845.74,REVERSED,CUST229564,Amazon Pay - Refund SLA Tracking via Airtel
AP00001694,2026-04-04T17:15:53Z,Reconciliation Reports,Indigo,AMAZON_PAY_UPI,2359.87,REVERSED,CUST129730,Amazon Pay - Reconciliation Reports via Indigo
AP00001695,2026-04-23T19:50:32Z,Webhooks & Events,EatSure,AMAZON_PAY_UPI,9000.26,PENDING,CUST121712,Amazon Pay - Webhooks & Events via EatSure
AP00001696,2026-02-20T02:26:34Z,API Rate Limits,Bescom,CARD_TOKEN,7281.02,REFUNDED,CUST584448,Amazon Pay - API Rate Limits via Bescom
AP00001697,2026-01-25T09:20:42Z,Sandbox Environment,Jio,AMAZON_PAY_WALLET,4442.84,PENDING,CUST270363,Amazon Pay - Sandbox Environment via Jio
AP00001698,2026-01-07T04:59:58Z,Compliance Reporting,Swiggy,AMAZON_PAY_WALLET,5017.37,REVERSED,CUST185713,Amazon Pay - Compliance Reporting via Swiggy
AP00001699,2026-01-02T00:08:25Z,PCI-DSS Tokenization,Practo,CARD_TOKEN,708.65,FAILED,CUST770287,Amazon Pay - PCI-DSS Tokenization via Practo
AP00001700,2026-01-26T05:00:44Z,One-Click Checkout,Tata 1mg,CARD_TOKEN,7891.83,REFUNDED,CUST441940,Amazon Pay - One-Click Checkout via Tata 1mg
AP00001701,2026-05-14T04:17:30Z,Buy Now Pay Later,MakeMyTrip,NETBANKING,764.73,REVERSED,CUST957606,Amazon Pay - Buy Now Pay Later via MakeMyTrip
AP00001702,2026-01-23T06:17:11Z,UPI Payments,Cleartrip,EMI,4602.1,REVERSED,CUST475519,Amazon Pay - UPI Payments via Cleartrip
AP00001703,2026-01-23T03:53:32Z,Recurring Payments,Jio,AMAZON_PAY_UPI,164.26,SUCCESS,CUST996384,Amazon Pay - Recurring Payments via Jio
AP00001704,2026-02-25T09:58:33Z,Amazon Pay Wallet,Practo,AMAZON_PAY_WALLET,5606.56,REFUNDED,CUST665040,Amazon Pay - Amazon Pay Wallet via Practo
AP00001705,2026-04-21T19:22:05Z,Send Money to Contacts,Cleartrip,EMI,133.29,FAILED,CUST899906,Amazon Pay - Send Money to Contacts via Cleartrip
AP00001706,2026-05-25T00:30:56Z,Bill Payments,Airtel,EMI,4253.79,REVERSED,CUST676144,Amazon Pay - Bill Payments via Airtel
AP00001707,2026-05-01T21:28:17Z,Mobile Recharge,ACT Fibernet,AMAZON_PAY_UPI,3247.67,PENDING,CUST606223,Amazon Pay - Mobile Recharge via ACT Fibernet
AP00001708,2026-05-04T07:37:56Z,DTH Recharge,Tata 1mg,CARD_TOKEN,5978.9,FAILED,CUST362758,Amazon Pay - DTH Recharge via Tata 1mg
AP00001709,2026-02-14T18:18:04Z,Insurance Premium Payments,Airtel,AMAZON_PAY_UPI,2980.97,FAILED,CUST660259,Amazon Pay - Insurance Premium Payments via Airtel
AP00001710,2026-05-26T13:57:04Z,Credit Card Bill Payments,EatSure,NETBANKING,8284.2,REVERSED,CUST572124,Amazon Pay - Credit Card Bill Payments via EatSure
AP00001711,2026-01-23T22:23:11Z,EMI Auto-Debit,EatSure,EMI,7498.91,REFUNDED,CUST575906,Amazon Pay - EMI Auto-Debit via EatSure
AP00001712,2026-02-21T01:28:38Z,Rewards & Cashback,MakeMyTrip,EMI,9568.04,REVERSED,CUST467098,Amazon Pay - Rewards & Cashback via MakeMyTrip
AP00001713,2026-02-07T03:41:23Z,Coupons & Promo Codes,ACT Fibernet,NETBANKING,2913.49,FAILED,CUST756319,Amazon Pay - Coupons & Promo Codes via ACT Fibernet
AP00001714,2026-03-21T16:07:40Z,Gift Cards,MakeMyTrip,CARD_TOKEN,4006.39,REVERSED,CUST110986,Amazon Pay - Gift Cards via MakeMyTrip
AP00001715,2026-02-17T08:31:00Z,Merchant Settlements,Practo,AMAZON_PAY_WALLET,362.04,FAILED,CUST642690,Amazon Pay - Merchant Settlements via Practo
AP00001716,2026-01-14T19:21:14Z,Refund Processing,ACT Fibernet,NETBANKING,5432.39,FAILED,CUST226428,Amazon Pay - Refund Processing via ACT Fibernet
AP00001717,2026-04-12T07:23:16Z,Transaction History,Cleartrip,AMAZON_PAY_WALLET,5295.31,REFUNDED,CUST407251,Amazon Pay - Transaction History via Cleartrip
AP00001718,2026-02-04T16:00:56Z,KYC Verification,Uber,NETBANKING,7350.43,PENDING,CUST477094,Amazon Pay - KYC Verification via Uber
AP00001719,2026-02-09T14:48:27Z,Fraud Detection,RedBus,AMAZON_PAY_UPI,8691.95,FAILED,CUST678172,Amazon Pay - Fraud Detection via RedBus
AP00001720,2026-02-08T10:08:51Z,PIN & Biometric Authentication,ACT Fibernet,AMAZON_PAY_UPI,7308.54,REVERSED,CUST669144,Amazon Pay - PIN & Biometric Authentication via ACT Fibernet
AP00001721,2026-02-22T03:01:19Z,Strong Customer Authentication,EatSure,EMI,3608.61,PENDING,CUST375665,Amazon Pay - Strong Customer Authentication via EatSure
AP00001722,2026-05-26T05:20:44Z,Multi-Currency Support,Bookmyshow,CARD_TOKEN,2390.98,SUCCESS,CUST918744,Amazon Pay - Multi-Currency Support via Bookmyshow
AP00001723,2026-03-21T03:10:09Z,Cross-Border Payments,Practo,NETBANKING,1702.75,SUCCESS,CUST310746,Amazon Pay - Cross-Border Payments via Practo
AP00001724,2026-03-23T12:33:48Z,QR Code Payments,Practo,EMI,7113.25,PENDING,CUST674427,Amazon Pay - QR Code Payments via Practo
AP00001725,2026-03-15T05:32:11Z,NFC Tap-to-Pay,Tata 1mg,AMAZON_PAY_UPI,885.19,REFUNDED,CUST866487,Amazon Pay - NFC Tap-to-Pay via Tata 1mg
AP00001726,2026-02-19T10:19:21Z,Voice Payments,ACT Fibernet,NETBANKING,7118.66,REFUNDED,CUST584175,Amazon Pay - Voice Payments via ACT Fibernet
AP00001727,2026-01-02T18:39:59Z,Smart Connect Express Checkout,Indigo,AMAZON_PAY_UPI,2001.62,SUCCESS,CUST379606,Amazon Pay - Smart Connect Express Checkout via Indigo
AP00001728,2026-01-15T01:12:04Z,Saved Payment Instruments,Practo,AMAZON_PAY_WALLET,8433.63,FAILED,CUST265411,Amazon Pay - Saved Payment Instruments via Practo
AP00001729,2026-03-22T04:21:32Z,Shipping Address Book,Uber,EMI,2423.56,SUCCESS,CUST810470,Amazon Pay - Shipping Address Book via Uber
AP00001730,2026-01-06T20:05:14Z,Order Tracking Integration,Bookmyshow,EMI,1244.15,FAILED,CUST496369,Amazon Pay - Order Tracking Integration via Bookmyshow
AP00001731,2026-03-17T17:41:56Z,Loyalty Program Integration,MakeMyTrip,CARD_TOKEN,9110.82,PENDING,CUST861492,Amazon Pay - Loyalty Program Integration via MakeMyTrip
AP00001732,2026-04-09T23:47:57Z,Charity Donations,Vodafone,EMI,750.14,REFUNDED,CUST541581,Amazon Pay - Charity Donations via Vodafone
AP00001733,2026-04-21T02:46:35Z,Tax Invoice Download,RedBus,NETBANKING,3670.05,SUCCESS,CUST905275,Amazon Pay - Tax Invoice Download via RedBus
AP00001734,2026-01-11T13:57:54Z,Customer Support Chat,Bescom,CARD_TOKEN,561.99,REVERSED,CUST605631,Amazon Pay - Customer Support Chat via Bescom
AP00001735,2026-03-17T18:02:03Z,Dispute Resolution,MakeMyTrip,EMI,5202.25,REVERSED,CUST563489,Amazon Pay - Dispute Resolution via MakeMyTrip
AP00001736,2026-05-24T05:00:57Z,Subscription AutoPay,Uber,EMI,2154.91,FAILED,CUST881881,Amazon Pay - Subscription AutoPay via Uber
AP00001737,2026-04-02T10:10:07Z,Split Bills,Uber,AMAZON_PAY_WALLET,6901.08,PENDING,CUST433962,Amazon Pay - Split Bills via Uber
AP00001738,2026-01-25T13:31:37Z,Invoice / Request Money,Indigo,AMAZON_PAY_UPI,4990.04,FAILED,CUST623456,Amazon Pay - Invoice / Request Money via Indigo
AP00001739,2026-05-07T22:46:40Z,Merchant Onboarding,Vodafone,NETBANKING,179.9,SUCCESS,CUST149068,Amazon Pay - Merchant Onboarding via Vodafone
AP00001740,2026-02-19T12:22:04Z,Risk-Based Step-Up,Uber,AMAZON_PAY_WALLET,4623.02,PENDING,CUST543609,Amazon Pay - Risk-Based Step-Up via Uber
AP00001741,2026-05-06T04:51:47Z,Device Binding,MakeMyTrip,CARD_TOKEN,5422.43,FAILED,CUST518911,Amazon Pay - Device Binding via MakeMyTrip
AP00001742,2026-03-01T09:55:26Z,Velocity Controls,Tata 1mg,NETBANKING,1235.68,PENDING,CUST834983,Amazon Pay - Velocity Controls via Tata 1mg
AP00001743,2026-04-05T22:03:27Z,Refund SLA Tracking,Zomato,NETBANKING,6761.63,PENDING,CUST628840,Amazon Pay - Refund SLA Tracking via Zomato
AP00001744,2026-02-23T01:34:05Z,Reconciliation Reports,BigBasket,NETBANKING,5064.45,REFUNDED,CUST120277,Amazon Pay - Reconciliation Reports via BigBasket
AP00001745,2026-01-24T22:35:18Z,Webhooks & Events,Uber,NETBANKING,2498.3,REFUNDED,CUST992461,Amazon Pay - Webhooks & Events via Uber
AP00001746,2026-02-14T14:09:00Z,API Rate Limits,Uber,AMAZON_PAY_UPI,1686.67,REFUNDED,CUST991433,Amazon Pay - API Rate Limits via Uber
AP00001747,2026-05-24T07:31:52Z,Sandbox Environment,Airtel,AMAZON_PAY_UPI,6595.32,FAILED,CUST660115,Amazon Pay - Sandbox Environment via Airtel
AP00001748,2026-04-23T06:21:56Z,Compliance Reporting,Domino's,CARD_TOKEN,2512.67,REFUNDED,CUST521889,Amazon Pay - Compliance Reporting via Domino's
AP00001749,2026-01-24T05:06:53Z,PCI-DSS Tokenization,Airtel,EMI,9893.51,FAILED,CUST283317,Amazon Pay - PCI-DSS Tokenization via Airtel
AP00001750,2026-03-08T10:48:45Z,One-Click Checkout,Practo,AMAZON_PAY_UPI,701.63,REVERSED,CUST206418,Amazon Pay - One-Click Checkout via Practo
AP00001751,2026-04-08T05:28:49Z,Buy Now Pay Later,Tata Power,NETBANKING,2493.05,FAILED,CUST258932,Amazon Pay - Buy Now Pay Later via Tata Power
AP00001752,2026-05-11T22:37:22Z,UPI Payments,Indigo,EMI,8346.73,PENDING,CUST879682,Amazon Pay - UPI Payments via Indigo
AP00001753,2026-02-28T10:51:55Z,Recurring Payments,Vodafone,NETBANKING,8134.77,REVERSED,CUST276514,Amazon Pay - Recurring Payments via Vodafone
AP00001754,2026-05-01T13:46:14Z,Amazon Pay Wallet,Zomato,AMAZON_PAY_WALLET,8076.55,REFUNDED,CUST747535,Amazon Pay - Amazon Pay Wallet via Zomato
AP00001755,2026-02-11T04:45:23Z,Send Money to Contacts,Tata Power,NETBANKING,3021.66,PENDING,CUST499334,Amazon Pay - Send Money to Contacts via Tata Power
AP00001756,2026-03-21T17:54:29Z,Bill Payments,Domino's,CARD_TOKEN,8817.94,SUCCESS,CUST364646,Amazon Pay - Bill Payments via Domino's
AP00001757,2026-04-25T09:31:42Z,Mobile Recharge,Tata 1mg,AMAZON_PAY_UPI,4257.79,REVERSED,CUST307215,Amazon Pay - Mobile Recharge via Tata 1mg
AP00001758,2026-03-17T08:27:41Z,DTH Recharge,Indigo,NETBANKING,9517.88,SUCCESS,CUST340436,Amazon Pay - DTH Recharge via Indigo
AP00001759,2026-02-18T20:47:45Z,Insurance Premium Payments,Swiggy,AMAZON_PAY_WALLET,760.08,SUCCESS,CUST157846,Amazon Pay - Insurance Premium Payments via Swiggy
AP00001760,2026-04-12T13:17:12Z,Credit Card Bill Payments,Domino's,AMAZON_PAY_WALLET,1511.11,REVERSED,CUST428964,Amazon Pay - Credit Card Bill Payments via Domino's
AP00001761,2026-02-02T19:54:05Z,EMI Auto-Debit,Zomato,EMI,4237.37,REVERSED,CUST948371,Amazon Pay - EMI Auto-Debit via Zomato
AP00001762,2026-03-27T22:43:17Z,Rewards & Cashback,BigBasket,EMI,1295.16,FAILED,CUST662864,Amazon Pay - Rewards & Cashback via BigBasket
AP00001763,2026-05-16T08:03:22Z,Coupons & Promo Codes,ACT Fibernet,AMAZON_PAY_WALLET,4017.56,PENDING,CUST730972,Amazon Pay - Coupons & Promo Codes via ACT Fibernet
AP00001764,2026-05-09T22:08:02Z,Gift Cards,Airtel,NETBANKING,3979.23,SUCCESS,CUST496707,Amazon Pay - Gift Cards via Airtel
AP00001765,2026-05-10T05:17:07Z,Merchant Settlements,RedBus,EMI,4314.57,FAILED,CUST886870,Amazon Pay - Merchant Settlements via RedBus
AP00001766,2026-04-19T08:37:08Z,Refund Processing,MakeMyTrip,NETBANKING,3581.61,FAILED,CUST904060,Amazon Pay - Refund Processing via MakeMyTrip
AP00001767,2026-01-27T03:37:28Z,Transaction History,MakeMyTrip,AMAZON_PAY_WALLET,9507.34,REFUNDED,CUST956252,Amazon Pay - Transaction History via MakeMyTrip
AP00001768,2026-03-14T15:37:35Z,KYC Verification,Cleartrip,AMAZON_PAY_UPI,9881.82,FAILED,CUST921171,Amazon Pay - KYC Verification via Cleartrip
AP00001769,2026-05-26T02:23:10Z,Fraud Detection,Bookmyshow,AMAZON_PAY_UPI,789.23,SUCCESS,CUST343768,Amazon Pay - Fraud Detection via Bookmyshow
AP00001770,2026-04-28T02:47:46Z,PIN & Biometric Authentication,ACT Fibernet,AMAZON_PAY_WALLET,8000.28,PENDING,CUST714880,Amazon Pay - PIN & Biometric Authentication via ACT Fibernet
AP00001771,2026-03-15T16:20:35Z,Strong Customer Authentication,Tata 1mg,EMI,7108.44,SUCCESS,CUST725115,Amazon Pay - Strong Customer Authentication via Tata 1mg
AP00001772,2026-05-18T03:49:32Z,Multi-Currency Support,Vodafone,EMI,666.03,SUCCESS,CUST994955,Amazon Pay - Multi-Currency Support via Vodafone
AP00001773,2026-03-06T23:18:02Z,Cross-Border Payments,Bescom,AMAZON_PAY_WALLET,3477.83,REFUNDED,CUST630801,Amazon Pay - Cross-Border Payments via Bescom
AP00001774,2026-02-22T03:03:08Z,QR Code Payments,Cleartrip,AMAZON_PAY_WALLET,1921.21,REVERSED,CUST177781,Amazon Pay - QR Code Payments via Cleartrip
AP00001775,2026-01-20T00:37:46Z,NFC Tap-to-Pay,Jio,AMAZON_PAY_UPI,1435.85,SUCCESS,CUST161445,Amazon Pay - NFC Tap-to-Pay via Jio
AP00001776,2026-04-02T10:12:11Z,Voice Payments,Swiggy,AMAZON_PAY_UPI,1511.11,REFUNDED,CUST149556,Amazon Pay - Voice Payments via Swiggy
